ETITLE:      TS           BOND          ANGLE          DIHED          IMPRP               ELECT            VDW       BOUNDARY           MISC        KINETIC               TOTAL           TEMP      POTENTIAL         TOTAL3        TEMPAVG            PRESSURE      GPRESSURE         VOLUME       PRESSAVG      GPRESSAVG
ENERGY:     702        67.3289       218.4717       664.2117         6.9568          -9582.3445       478.7081         0.0000         0.0000         0.0000          -8146.6673         0.0000     -8146.6673     -8146.6673         0.0000            329.3963       327.8757   1000000.0000       329.3963       327.8757
ENERGY:     703        68.6239       220.0519       663.8623         7.8173          -9594.5457       484.4025         0.0000         0.0000         0.0000          -8149.7877         0.0000     -8149.7877     -8149.7877         0.0000            330.5846       331.2664   1000000.0000       330.5846       331.2664
ENERGY:     704        81.7788       229.4843       664.1456         9.5456          -9601.8445       493.9648         0.0000         0.0000         0.0000          -8122.9254         0.0000     -8122.9254     -8122.9254         0.0000            331.0360       333.9378   1000000.0000       331.0360       333.9378
ENERGY:     705        66.6980       218.4871       663.9239         7.3738          -9590.3172       481.7228         0.0000         0.0000         0.0000          -8152.1116         0.0000     -8152.1116     -8152.1116         0.0000            330.2130       330.0220   1000000.0000       330.2130       330.0220
ENERGY:     706        66.8073       218.5882       663.9132         7.4121          -9590.7764       481.9650         0.0000         0.0000         0.0000          -8152.0905         0.0000     -8152.0905     -8152.0905         0.0000            330.2558       330.1520   1000000.0000       330.2558       330.1520
ENERGY:     707        66.7081       218.4967       663.9228         7.3776          -9590.3635       481.7467         0.0000         0.0000         0.0000          -8152.1116         0.0000     -8152.1116     -8152.1116         0.0000            330.2173       330.0350   1000000.0000       330.2173       330.0350
ENERGY:     708        68.8532       220.3030       663.7301         8.0103          -9603.0029       488.2937         0.0000         0.0000         0.0000          -8153.8127         0.0000     -8153.8127     -8153.8127         0.0000            329.7306       329.1384   1000000.0000       329.7306       329.1384
ENERGY:     709        83.8671       231.0670       664.2583         9.7135          -9611.0267       498.9264         0.0000         0.0000         0.0000          -8123.1943         0.0000     -8123.1943     -8123.1943         0.0000            328.4910       327.4276   1000000.0000       328.4910       327.4276
ENERGY:     710        66.3175       218.3829       663.7268         7.5960          -9597.9337       484.8963         0.0000         0.0000         0.0000          -8157.0141         0.0000     -8157.0141     -8157.0141         0.0000            330.0505       329.6500   1000000.0000       330.0505       329.6500
ENERGY:     711        66.4559       218.4940       663.7207         7.6278          -9598.4844       485.2012         0.0000         0.0000         0.0000          -8156.9848         0.0000     -8156.9848     -8156.9848         0.0000            330.0257       329.6066   1000000.0000       330.0257       329.6066
ENERGY:     712        66.3302       218.3932       663.7262         7.5991          -9597.9894       484.9265         0.0000         0.0000         0.0000          -8157.0143         0.0000     -8157.0143     -8157.0143         0.0000            330.0480       329.6456   1000000.0000       330.0480       329.6456
ENERGY:     713        66.3254       218.3893       663.7264         7.5979          -9597.9686       484.9152         0.0000         0.0000         0.0000          -8157.0143         0.0000     -8157.0143     -8157.0143         0.0000            330.0490       329.6472   1000000.0000       330.0490       329.6472
ENERGY:     714        66.3239       218.3881       663.7265         7.5976          -9597.9620       484.9117         0.0000         0.0000         0.0000          -8157.0143         0.0000     -8157.0143     -8157.0143         0.0000            330.0493       329.6478   1000000.0000       330.0493       329.6478
ENERGY:     715        66.3254       218.3893       663.7264         7.5979          -9597.9686       484.9152         0.0000         0.0000         0.0000          -8157.0143         0.0000     -8157.0143     -8157.0143         0.0000            330.0490       329.6472   1000000.0000       330.0490       329.6472
ENERGY:     716        70.6007       221.0206       663.8697         7.6364          -9611.2269       491.1021         0.0000         0.0000         0.0000          -8156.9975         0.0000     -8156.9975     -8156.9975         0.0000            333.8197       332.8993   1000000.0000       333.8197       332.8993
ENERGY:     717        66.5564       218.4734       663.7134         7.4856          -9605.1759       487.5205         0.0000         0.0000         0.0000          -8161.4267         0.0000     -8161.4267     -8161.4267         0.0000            332.0506       331.4054   1000000.0000       332.0506       331.4054
ENERGY:     718        66.7900       218.6162       663.7214         7.4888          -9605.8334       487.8339         0.0000         0.0000         0.0000          -8161.3831         0.0000     -8161.3831     -8161.3831         0.0000            332.2382       331.5668   1000000.0000       332.2382       331.5668
ENERGY:     719        66.5781       218.4865       663.7141         7.4858          -9605.2423       487.5514         0.0000         0.0000         0.0000          -8161.4265         0.0000     -8161.4265     -8161.4265         0.0000            332.0694       331.4215   1000000.0000       332.0694       331.4215
ENERGY:     720        66.5598       218.4754       663.7135         7.4856          -9605.1864       487.5253         0.0000         0.0000         0.0000          -8161.4267         0.0000     -8161.4267     -8161.4267         0.0000            332.0536       331.4080   1000000.0000       332.0536       331.4080
ENERGY:     721        68.2522       219.5741       663.7500         7.1159          -9617.5857       492.9825         0.0000         0.0000         0.0000          -8165.9111         0.0000     -8165.9111     -8165.9111         0.0000            336.8408       335.7653   1000000.0000       336.8408       335.7653
ENERGY:     722        78.6412       227.5300       664.2553         7.4548          -9625.3169       502.3322         0.0000         0.0000         0.0000          -8145.1034         0.0000     -8145.1034     -8145.1034         0.0000            341.1804       339.7097   1000000.0000       341.1804       339.7097
ENERGY:     723        66.7665       218.4727       663.6867         7.1576          -9614.1167       490.8438         0.0000         0.0000         0.0000          -8167.1895         0.0000     -8167.1895     -8167.1895         0.0000            335.3660       334.4247   1000000.0000       335.3660       334.4247
ENERGY:     724        66.8749       218.5510       663.6908         7.1502          -9614.4867       491.0406         0.0000         0.0000         0.0000          -8167.1792         0.0000     -8167.1792     -8167.1792         0.0000            335.5155       334.5606   1000000.0000       335.5155       334.5606
ENERGY:     725        66.7769       218.4802       663.6870         7.1568          -9614.1540       490.8633         0.0000         0.0000         0.0000          -8167.1898         0.0000     -8167.1898     -8167.1898         0.0000            335.3809       334.4382   1000000.0000       335.3809       334.4382
ENERGY:     726        66.7757       218.4793       663.6870         7.1569          -9614.1497       490.8610         0.0000         0.0000         0.0000          -8167.1898         0.0000     -8167.1898     -8167.1898         0.0000            335.3792       334.4366   1000000.0000       335.3792       334.4366
ENERGY:     727        66.7747       218.4786       663.6870         7.1570          -9614.1464       490.8593         0.0000         0.0000         0.0000          -8167.1898         0.0000     -8167.1898     -8167.1898         0.0000            335.3778       334.4354   1000000.0000       335.3778       334.4354
ENERGY:     728        69.0324       220.2829       663.7777         7.0189          -9626.3728       497.2745         0.0000         0.0000         0.0000          -8168.9864         0.0000     -8168.9864     -8168.9864         0.0000            336.7461       335.5197   1000000.0000       336.7461       335.5197
ENERGY:     729        84.0780       228.8546       664.3982         7.7214          -9634.0855       507.6168         0.0000         0.0000         0.0000          -8141.4166         0.0000     -8141.4166     -8141.4166         0.0000            337.5292       335.9701   1000000.0000       337.5292       335.9701
ENERGY:     730        66.4725       218.6591       663.6717         6.9756          -9621.5672       494.0291         0.0000         0.0000         0.0000          -8171.7591         0.0000     -8171.7591     -8171.7591         0.0000            336.2333       335.1373   1000000.0000       336.2333       335.1373
ENERGY:     731        66.6181       218.7629       663.6777         6.9727          -9622.0878       494.3221         0.0000         0.0000         0.0000          -8171.7344         0.0000     -8171.7344     -8171.7344         0.0000            336.2901       335.1815   1000000.0000       336.2901       335.1815
ENERGY:     732        66.4859       218.6689       663.6723         6.9753          -9621.6195       494.0581         0.0000         0.0000         0.0000          -8171.7590         0.0000     -8171.7590     -8171.7590         0.0000            336.2391       335.1419   1000000.0000       336.2391       335.1419
ENERGY:     733        66.4772       218.6625       663.6719         6.9755          -9621.5858       494.0394         0.0000         0.0000         0.0000          -8171.7592         0.0000     -8171.7592     -8171.7592         0.0000            336.2354       335.1389   1000000.0000       336.2354       335.1389
ENERGY:     734        67.5877       221.0334       663.5728         7.2998          -9635.1860       501.1650         0.0000         0.0000         0.0000          -8174.5273         0.0000     -8174.5273     -8174.5273         0.0000            339.7158       338.9115   1000000.0000       339.7158       338.9115
ENERGY:     735        78.7829       230.0331       664.0062         8.4948          -9644.4262       512.0847         0.0000         0.0000         0.0000          -8151.0244         0.0000     -8151.0244     -8151.0244         0.0000            342.7773       342.2088   1000000.0000       342.7773       342.2088
ENERGY:     736        65.9419       219.3142       663.5477         7.0687          -9630.3518       497.9562         0.0000         0.0000         0.0000          -8176.5231         0.0000     -8176.5231     -8176.5231         0.0000            338.4113       337.4987   1000000.0000       338.4113       337.4987
ENERGY:     737        66.0360       219.4401       663.5465         7.0857          -9630.8670       498.2524         0.0000         0.0000         0.0000          -8176.5063         0.0000     -8176.5063     -8176.5063         0.0000            338.5448       337.6434   1000000.0000       338.5448       337.6434
ENERGY:     738        65.9506       219.3264       663.5476         7.0703          -9630.4038       497.9856         0.0000         0.0000         0.0000          -8176.5234         0.0000     -8176.5234     -8176.5234         0.0000            338.4246       337.5131   1000000.0000       338.4246       337.5131
ENERGY:     739        65.9490       219.3242       663.5476         7.0700          -9630.3946       497.9804         0.0000         0.0000         0.0000          -8176.5233         0.0000     -8176.5233     -8176.5233         0.0000            338.4223       337.5106   1000000.0000       338.4223       337.5106
ENERGY:     740        65.9506       219.3264       663.5476         7.0703          -9630.4038       497.9856         0.0000         0.0000         0.0000          -8176.5234         0.0000     -8176.5234     -8176.5234         0.0000            338.4245       337.5131   1000000.0000       338.4245       337.5131
ENERGY:     741        67.1064       221.4319       663.2863         7.5525          -9643.4245       505.1754         0.0000         0.0000         0.0000          -8178.8721         0.0000     -8178.8721     -8178.8721         0.0000            340.4027       339.5124   1000000.0000       340.4027       339.5124
ENERGY:     742        78.5595       230.3525       663.5483         8.6192          -9652.2564       516.0242         0.0000         0.0000         0.0000          -8155.1528         0.0000     -8155.1528     -8155.1528         0.0000            341.9690       341.0825   1000000.0000       341.9690       341.0825
ENERGY:     743        65.3923       219.7424       663.3300         7.2839          -9638.6050       501.8410         0.0000         0.0000         0.0000          -8181.0154         0.0000     -8181.0154     -8181.0154         0.0000            339.6579       338.7610   1000000.0000       339.6579       338.7610
ENERGY:     744        65.4864       219.8598       663.3216         7.3063          -9639.1194       502.1488         0.0000         0.0000         0.0000          -8180.9965         0.0000     -8180.9965     -8180.9965         0.0000            339.7359       338.8397   1000000.0000       339.7359       338.8397
ENERGY:     745        65.4010       219.7536       663.3291         7.2861          -9638.6567       501.8715         0.0000         0.0000         0.0000          -8181.0154         0.0000     -8181.0154     -8181.0154         0.0000            339.6658       338.7689   1000000.0000       339.6658       338.7689
ENERGY:     746        66.8025       221.2774       663.3184         7.7977          -9651.8212       508.8647         0.0000         0.0000         0.0000          -8183.7605         0.0000     -8183.7605     -8183.7605         0.0000            341.1989       341.6212   1000000.0000       341.1989       341.6212
ENERGY:     747        77.1406       229.4760       663.8548         9.1215          -9660.8320       519.2807         0.0000         0.0000         0.0000          -8161.9585         0.0000     -8161.9585     -8161.9585         0.0000            342.3180       344.0131   1000000.0000       342.3180       344.0131
ENERGY:     748        65.1988       219.8954       663.2571         7.5030          -9647.2150       505.7878         0.0000         0.0000         0.0000          -8185.5728         0.0000     -8185.5728     -8185.5728         0.0000            340.6651       340.5822   1000000.0000       340.6651       340.5822
ENERGY:     749        65.2988       219.9884       663.2595         7.5270          -9647.7044       506.0738         0.0000         0.0000         0.0000          -8185.5569         0.0000     -8185.5569     -8185.5569         0.0000            340.7215       340.6894   1000000.0000       340.7215       340.6894
ENERGY:     750        65.2082       219.9042       663.2573         7.5054          -9647.2641       505.8162         0.0000         0.0000         0.0000          -8185.5728         0.0000     -8185.5728     -8185.5728         0.0000            340.6708       340.5930   1000000.0000       340.6708       340.5930
ENERGY:     751        67.0391       220.5714       663.3965         7.8311          -9659.2919       511.7448         0.0000         0.0000         0.0000          -8188.7090         0.0000     -8188.7090     -8188.7090         0.0000            343.7637       343.8897   1000000.0000       343.7637       343.8897
ENERGY:     752        78.3072       226.6159       663.9804         8.9111          -9667.0229       520.7822         0.0000         0.0000         0.0000          -8168.4262         0.0000     -8168.4262     -8168.4262         0.0000            346.3756       346.7510   1000000.0000       346.3756       346.7510
ENERGY:     753        65.2774       219.7046       663.2936         7.6246          -9655.3924       509.2451         0.0000         0.0000         0.0000          -8190.2470         0.0000     -8190.2470     -8190.2470         0.0000            342.6984       342.7452   1000000.0000       342.6984       342.7452
ENERGY:     754        65.3970       219.7589       663.3012         7.6407          -9655.8095       509.4773         0.0000         0.0000         0.0000          -8190.2344         0.0000     -8190.2344     -8190.2344         0.0000            342.8076       342.8621   1000000.0000       342.8076       342.8621
ENERGY:     755        65.2888       219.7097       663.2943         7.6262          -9655.4344       509.2682         0.0000         0.0000         0.0000          -8190.2472         0.0000     -8190.2472     -8190.2472         0.0000            342.7093       342.7569   1000000.0000       342.7093       342.7569
ENERGY:     756        65.2856       219.7083       663.2941         7.6257          -9655.4227       509.2617         0.0000         0.0000         0.0000          -8190.2472         0.0000     -8190.2472     -8190.2472         0.0000            342.7063       342.7536   1000000.0000       342.7063       342.7536
ENERGY:     757        65.2888       219.7097       663.2943         7.6262          -9655.4344       509.2682         0.0000         0.0000         0.0000          -8190.2472         0.0000     -8190.2472     -8190.2472         0.0000            342.7093       342.7569   1000000.0000       342.7093       342.7569
ENERGY:     758       225.8537       260.6901       665.0057         9.3861          -9663.2951       502.9078         0.0000         0.0000         0.0000          -7999.4518         0.0000     -7999.4518     -7999.4518         0.0000            334.8565       325.7907   1000000.0000       334.8565       325.7907
ENERGY:     759        65.4140       218.6462       663.2359         7.3568          -9656.5440       508.1298         0.0000         0.0000         0.0000          -8193.7613         0.0000     -8193.7613     -8193.7613         0.0000            342.8553       342.0492   1000000.0000       342.8553       342.0492
ENERGY:     760       123.0406       252.6589       665.2115        12.2254          -9667.8222       501.4106         0.0000         0.0000         0.0000          -8113.2753         0.0000     -8113.2753     -8113.2753         0.0000            343.2415       337.4467   1000000.0000       343.2415       337.4467
ENERGY:     761        66.5805       218.1073       663.0979         7.2387          -9659.6712       505.4559         0.0000         0.0000         0.0000          -8199.1907         0.0000     -8199.1907     -8199.1907         0.0000            343.4885       341.8655   1000000.0000       343.4885       341.8655
ENERGY:     762        66.2274       217.9941       663.0990         7.2257          -9659.3760       505.6916         0.0000         0.0000         0.0000          -8199.1381         0.0000     -8199.1381     -8199.1381         0.0000            343.4374       341.9005   1000000.0000       343.4374       341.9005
ENERGY:     763        66.5429       218.0944       663.0979         7.2372          -9659.6416       505.4792         0.0000         0.0000         0.0000          -8199.1902         0.0000     -8199.1902     -8199.1902         0.0000            343.4836       341.8693   1000000.0000       343.4836       341.8693
ENERGY:     764        66.5751       218.1055       663.0979         7.2385          -9659.6670       505.4593         0.0000         0.0000         0.0000          -8199.1908         0.0000     -8199.1908     -8199.1908         0.0000            343.4878       341.8660   1000000.0000       343.4878       341.8660
ENERGY:     765        84.9760       232.6561       663.5816         8.1439          -9666.7782       500.7386         0.0000         0.0000         0.0000          -8176.6820         0.0000     -8176.6820     -8176.6820         0.0000            339.9639       339.2591   1000000.0000       339.9639       339.2591
ENERGY:     766        65.8196       218.5803       663.0483         7.3295          -9663.0748       502.5737         0.0000         0.0000         0.0000          -8205.7234         0.0000     -8205.7234     -8205.7234         0.0000            342.4710       341.2570   1000000.0000       342.4710       341.2570
ENERGY:     767        65.6091       218.3525       663.0445         7.3118          -9662.7814       502.8013         0.0000         0.0000         0.0000          -8205.6622         0.0000     -8205.6622     -8205.6622         0.0000            342.5768       341.3268   1000000.0000       342.5768       341.3268
ENERGY:     768        65.7957       218.5557       663.0479         7.3276          -9663.0459       502.5958         0.0000         0.0000         0.0000          -8205.7232         0.0000     -8205.7232     -8205.7232         0.0000            342.4816       341.2641   1000000.0000       342.4816       341.2641
ENERGY:     769        65.8123       218.5729       663.0482         7.3289          -9663.0662       502.5803         0.0000         0.0000         0.0000          -8205.7236         0.0000     -8205.7236     -8205.7236         0.0000            342.4741       341.2591   1000000.0000       342.4741       341.2591
ENERGY:     770        81.2410       226.7909       663.5103         8.5965          -9672.0531       500.3943         0.0000         0.0000         0.0000          -8191.5201         0.0000     -8191.5201     -8191.5201         0.0000            344.9129       344.3064   1000000.0000       344.9129       344.3064
ENERGY:     771        65.5152       218.8301       662.9841         7.3604          -9667.3440       500.6273         0.0000         0.0000         0.0000          -8212.0268         0.0000     -8212.0268     -8212.0268         0.0000            343.4316       342.5503   1000000.0000       343.4316       342.5503
ENERGY:     772        65.2552       218.6704       662.9792         7.3363          -9666.9693       500.7622         0.0000         0.0000         0.0000          -8211.9660         0.0000     -8211.9660     -8211.9660         0.0000            343.3396       342.4308   1000000.0000       343.3396       342.4308
ENERGY:     773        65.4863       218.8128       662.9835         7.3578          -9667.3073       500.6402         0.0000         0.0000         0.0000          -8212.0266         0.0000     -8212.0266     -8212.0266         0.0000            343.4224       342.5384   1000000.0000       343.4224       342.5384
ENERGY:     774        65.5071       218.8253       662.9840         7.3597          -9667.3338       500.6309         0.0000         0.0000         0.0000          -8212.0268         0.0000     -8212.0268     -8212.0268         0.0000            343.4290       342.5470   1000000.0000       343.4290       342.5470
ENERGY:     775        82.5871       224.3658       663.4888         8.9143          -9678.8139       502.8294         0.0000         0.0000         0.0000          -8196.6286         0.0000     -8196.6286     -8196.6286         0.0000            345.9133       344.7061   1000000.0000       345.9133       344.7061
ENERGY:     776        65.8037       217.7935       662.9952         7.5160          -9672.1245       500.3975         0.0000         0.0000         0.0000          -8217.6186         0.0000     -8217.6186     -8217.6186         0.0000            344.4331       343.5229   1000000.0000       344.4331       343.5229
ENERGY:     777        76.3010       224.2879       663.3285         8.5251          -9683.1381       505.6164         0.0000         0.0000         0.0000          -8205.0792         0.0000     -8205.0792     -8205.0792         0.0000            341.9928       339.8731   1000000.0000       341.9928       339.8731
ENERGY:     778        64.7075       216.9161       662.9460         7.6198          -9676.8982       501.3197         0.0000         0.0000         0.0000          -8223.3892         0.0000     -8223.3892     -8223.3892         0.0000            343.6786       342.4408   1000000.0000       343.6786       342.4408
ENERGY:     779        89.0888       227.5902       663.7323         8.3406          -9688.1801       506.4532         0.0000         0.0000         0.0000          -8192.9749         0.0000     -8192.9749     -8192.9749         0.0000            339.2679       340.4305   1000000.0000       339.2679       340.4305
ENERGY:     780        64.6850       215.9913       662.8896         7.4438          -9680.5413       501.8366         0.0000         0.0000         0.0000          -8227.6950         0.0000     -8227.6950     -8227.6950         0.0000            342.8193       342.3173   1000000.0000       342.8193       342.3173
ENERGY:     781        87.8652       225.9047       663.9841         8.2019          -9693.3523       505.7229         0.0000         0.0000         0.0000          -8201.6736         0.0000     -8201.6736     -8201.6736         0.0000            343.3316       341.9363   1000000.0000       343.3316       341.9363
ENERGY:     782        65.1462       215.4128       662.9794         7.2316          -9684.7042       502.1427         0.0000         0.0000         0.0000          -8231.7915         0.0000     -8231.7915     -8231.7915         0.0000            343.2354       342.5480   1000000.0000       343.2354       342.5480
ENERGY:     783        81.7814       226.2055       664.5243         8.1385          -9696.7294       505.9154         0.0000         0.0000         0.0000          -8210.1644         0.0000     -8210.1644     -8210.1644         0.0000            346.3890       341.7054   1000000.0000       346.3890       341.7054
ENERGY:     784        64.9168       215.2316       663.2144         7.1741          -9689.0113       502.5185         0.0000         0.0000         0.0000          -8235.9559         0.0000     -8235.9559     -8235.9559         0.0000            344.3843       342.6293   1000000.0000       344.3843       342.6293
ENERGY:     785        83.3629       225.7667       665.0286         9.1978          -9701.5870       508.2178         0.0000         0.0000         0.0000          -8210.0131         0.0000     -8210.0131     -8210.0131         0.0000            343.6345       344.7239   1000000.0000       343.6345       344.7239
ENERGY:     786        64.3485       215.0934       663.4496         7.3585          -9693.2940       503.3135         0.0000         0.0000         0.0000          -8239.7306         0.0000     -8239.7306     -8239.7306         0.0000            344.4286       343.5283   1000000.0000       344.4286       343.5283
ENERGY:     787        83.6747       222.9168       663.9365         9.2325          -9703.0710       509.7880         0.0000         0.0000         0.0000          -8213.5225         0.0000     -8213.5225     -8213.5225         0.0000            345.7528       348.5845   1000000.0000       345.7528       348.5845
ENERGY:     788        63.8493       214.4940       663.4148         7.5298          -9696.6587       504.2713         0.0000         0.0000         0.0000          -8243.0995         0.0000     -8243.0995     -8243.0995         0.0000            345.0009       345.1242   1000000.0000       345.0009       345.1242
ENERGY:     789        79.9365       223.5186       663.3922         8.2220          -9707.0282       510.9071         0.0000         0.0000         0.0000          -8221.0518         0.0000     -8221.0518     -8221.0518         0.0000            346.7765       344.8386   1000000.0000       346.7765       344.8386
ENERGY:     790        63.4025       214.3825       663.2251         7.4039          -9700.2654       505.3489         0.0000         0.0000         0.0000          -8246.5024         0.0000     -8246.5024     -8246.5024         0.0000            345.6926       345.3232   1000000.0000       345.6926       345.3232
ENERGY:     791        81.4804       224.8362       663.9449         7.9708          -9709.6514       510.7777         0.0000         0.0000         0.0000          -8220.6414         0.0000     -8220.6414     -8220.6414         0.0000            349.0424       344.0559   1000000.0000       349.0424       344.0559
ENERGY:     792        62.8893       214.3643       663.2167         7.2357          -9703.2373       506.0187         0.0000         0.0000         0.0000          -8249.5127         0.0000     -8249.5127     -8249.5127         0.0000            346.7440       345.3090   1000000.0000       346.7440       345.3090
ENERGY:     793        80.2665       223.3441       663.4507         8.4547          -9715.3232       512.7021         0.0000         0.0000         0.0000          -8227.1051         0.0000     -8227.1051     -8227.1051         0.0000            349.8296       346.6295   1000000.0000       349.8296       346.6295
ENERGY:     794        62.8818       214.1336       663.0905         7.2633          -9706.9473       506.9992         0.0000         0.0000         0.0000          -8252.5790         0.0000     -8252.5790     -8252.5790         0.0000            347.7257       345.9172   1000000.0000       347.7257       345.9172
ENERGY:     795        83.3074       220.6005       663.2744         8.9172          -9722.3416       516.0612         0.0000         0.0000         0.0000          -8230.1809         0.0000     -8230.1809     -8230.1809         0.0000            349.8531       349.5033   1000000.0000       349.8531       349.5033
ENERGY:     796        63.5040       213.4875       662.9567         7.3892          -9711.3277       508.6033         0.0000         0.0000         0.0000          -8255.3870         0.0000     -8255.3870     -8255.3870         0.0000            348.4705       347.0723   1000000.0000       348.4705       347.0723
ENERGY:     797        81.9112       219.4277       662.8566         8.9238          -9728.4641       521.1903         0.0000         0.0000         0.0000          -8234.1545         0.0000     -8234.1545     -8234.1545         0.0000            348.9244       350.4258   1000000.0000       348.9244       350.4258
ENERGY:     798        63.8566       212.8250       662.7686         7.4861          -9716.2183       511.1330         0.0000         0.0000         0.0000          -8258.1488         0.0000     -8258.1488     -8258.1488         0.0000            348.7853       348.1654   1000000.0000       348.7853       348.1654
ENERGY:     799        64.5186       212.9100       662.7341         7.5524          -9717.5903       511.9632         0.0000         0.0000         0.0000          -8257.9120         0.0000     -8257.9120     -8257.9120         0.0000            348.8517       348.4558   1000000.0000       348.8517       348.4558
ENERGY:     800        63.9114       212.8278       662.7647         7.4920          -9716.3567       511.2143         0.0000         0.0000         0.0000          -8258.1465         0.0000     -8258.1465     -8258.1465         0.0000            348.7926       348.1952   1000000.0000       348.7926       348.1952
ENERGY:     801        63.8620       212.8253       662.7682         7.4867          -9716.2322       511.1411         0.0000         0.0000         0.0000          -8258.1489         0.0000     -8258.1489     -8258.1489         0.0000            348.7860       348.1684   1000000.0000       348.7860       348.1684
ENERGY:     802        63.8611       212.8252       662.7683         7.4866          -9716.2297       511.1397         0.0000         0.0000         0.0000          -8258.1489         0.0000     -8258.1489     -8258.1489         0.0000            348.7859       348.1679   1000000.0000       348.7859       348.1679
ENERGY:     803        63.8620       212.8253       662.7682         7.4867          -9716.2322       511.1411         0.0000         0.0000         0.0000          -8258.1489         0.0000     -8258.1489     -8258.1489         0.0000            348.7860       348.1684   1000000.0000       348.7860       348.1684
ENERGY:     804        77.2322       221.8679       662.5919         8.3485          -9736.1764       525.8938         0.0000         0.0000         0.0000          -8240.2421         0.0000     -8240.2421     -8240.2421         0.0000            349.2878       349.8893   1000000.0000       349.2878       349.8893
ENERGY:     805        63.7906       212.8567       662.5554         7.4845          -9722.3406       514.5217         0.0000         0.0000         0.0000          -8261.1317         0.0000     -8261.1317     -8261.1317         0.0000            349.1104       348.8941   1000000.0000       349.1104       348.8941
ENERGY:     806        64.2443       213.1743       662.5199         7.5142          -9723.8774       515.4993         0.0000         0.0000         0.0000          -8260.9253         0.0000     -8260.9253     -8260.9253         0.0000            349.1725       349.0539   1000000.0000       349.1725       349.0539
ENERGY:     807        63.8270       212.8827       662.5514         7.4869          -9722.4957       514.6179         0.0000         0.0000         0.0000          -8261.1297         0.0000     -8261.1297     -8261.1297         0.0000            349.1172       348.9108   1000000.0000       349.1172       348.9108
ENERGY:     808        63.7941       212.8593       662.5550         7.4847          -9722.3561       514.5313         0.0000         0.0000         0.0000          -8261.1317         0.0000     -8261.1317     -8261.1317         0.0000            349.1111       348.8958   1000000.0000       349.1111       348.8958
ENERGY:     809        74.0261       220.8838       662.9119         8.1709          -9742.1939       528.0383         0.0000         0.0000         0.0000          -8248.1630         0.0000     -8248.1630     -8248.1630         0.0000            353.7606       354.0625   1000000.0000       353.7606       354.0625
ENERGY:     810        63.4924       213.2900       662.5132         7.4425          -9728.9665       518.0439         0.0000         0.0000         0.0000          -8264.1847         0.0000     -8264.1847     -8264.1847         0.0000            350.7082       350.6893   1000000.0000       350.7082       350.6893
ENERGY:     811        63.8419       213.6356       662.5222         7.4635          -9730.4100       518.9198         0.0000         0.0000         0.0000          -8264.0270         0.0000     -8264.0270     -8264.0270         0.0000            351.0511       351.0723   1000000.0000       351.0511       351.0723
ENERGY:     812        63.5203       213.3204       662.5137         7.4440          -9729.1120       518.1303         0.0000         0.0000         0.0000          -8264.1833         0.0000     -8264.1833     -8264.1833         0.0000            350.7429       350.7281   1000000.0000       350.7429       350.7281
ENERGY:     813        63.4951       213.2930       662.5132         7.4426          -9728.9809       518.0525         0.0000         0.0000         0.0000          -8264.1845         0.0000     -8264.1845     -8264.1845         0.0000            350.7118       350.6933   1000000.0000       350.7118       350.6933
ENERGY:     814        75.2428       221.2966       662.7831         8.4027          -9749.0641       527.9500         0.0000         0.0000         0.0000          -8253.3888         0.0000     -8253.3888     -8253.3888         0.0000            354.9329       352.1181   1000000.0000       354.9329       352.1181
ENERGY:     815        63.8205       214.1772       662.4742         7.5169          -9735.8803       520.7024         0.0000         0.0000         0.0000          -8267.1892         0.0000     -8267.1892     -8267.1892         0.0000            352.2499       351.3797   1000000.0000       352.2499       351.3797
ENERGY:     816        64.3045       214.5684       662.4809         7.5609          -9737.2976       521.3294         0.0000         0.0000         0.0000          -8267.0534         0.0000     -8267.0534     -8267.0534         0.0000            352.5558       351.4983   1000000.0000       352.5558       351.4983
ENERGY:     817        63.8623       214.2131       662.4746         7.5208          -9736.0234       520.7641         0.0000         0.0000         0.0000          -8267.1884         0.0000     -8267.1884     -8267.1884         0.0000            352.2807       351.3918   1000000.0000       352.2807       351.3918
ENERGY:     818        63.8255       214.1815       662.4742         7.5174          -9735.8977       520.7099         0.0000         0.0000         0.0000          -8267.1892         0.0000     -8267.1892     -8267.1892         0.0000            352.2537       351.3812   1000000.0000       352.2537       351.3812
ENERGY:     819        73.9932       220.6868       662.8940         8.7881          -9753.3708       528.8957         0.0000         0.0000         0.0000          -8258.1130         0.0000     -8258.1130     -8258.1130         0.0000            358.0417       355.4130   1000000.0000       358.0417       355.4130
ENERGY:     820        63.9758       214.8241       662.5053         7.7063          -9742.1411       522.9539         0.0000         0.0000         0.0000          -8270.1756         0.0000     -8270.1756     -8270.1756         0.0000            354.3689       352.9375   1000000.0000       354.3689       352.9375
ENERGY:     821        64.3937       215.1356       662.5245         7.7723          -9743.3434       523.4605         0.0000         0.0000         0.0000          -8270.0567         0.0000     -8270.0567     -8270.0567         0.0000            354.7709       353.2242   1000000.0000       354.7709       353.2242
ENERGY:     822        64.0118       214.8525       662.5070         7.7125          -9742.2622       523.0037         0.0000         0.0000         0.0000          -8270.1747         0.0000     -8270.1747     -8270.1747         0.0000            354.4095       352.9666   1000000.0000       354.4095       352.9666
